cycle,dsg_start,dsg_end,chg_start,chg_end,dsg_duration,chg_duration,dsg_charge_Ah,chg_charge_Ah,dsg_energy_Wh,chg_energy_Wh,energy_loss_Wh
94,2024-11-05 02:45:06+00:00,2024-11-05 03:36:53.600000+00:00,2024-11-05 03:56:53.600000+00:00,2024-11-05 05:16:21.800000+00:00,0 days 00:51:47.600000,0 days 01:19:28.200000,-62.14501599351851,63.0230299037037,-1356.3246685646482,1481.137744234171,124.81307566952273
95,2024-11-05 05:26:21.800000+00:00,2024-11-05 06:18:08.700000+00:00,2024-11-05 06:38:08.700000+00:00,2024-11-05 07:57:51.100000+00:00,0 days 00:51:46.900000,0 days 01:19:42.400000,-62.13164448958332,63.01419080347222,-1356.0086976756563,1480.9520440098293,124.94334633417293
96,2024-11-05 08:07:51.100000+00:00,2024-11-05 08:59:37.600000+00:00,2024-11-05 09:19:37.600000+00:00,2024-11-05 10:39:03.600000+00:00,0 days 00:51:46.500000,0 days 01:19:26,-62.124257898611106,62.999895286111105,-1355.8586019969875,1480.5806900127789,124.72208801579131
97,2024-11-05 10:49:03.600000+00:00,2024-11-05 11:40:50.200000+00:00,2024-11-05 12:00:50.200000+00:00,2024-11-05 13:20:07.900000+00:00,0 days 00:51:46.600000,0 days 01:19:17.700000,-62.1242315449074,62.994242971064814,-1356.023212496638,1480.3820149568496,124.35880246021156
98,2024-11-05 13:30:07.800000+00:00,2024-11-05 14:21:54+00:00,2024-11-05 14:41:54+00:00,2024-11-05 16:01:08+00:00,0 days 00:51:46.200000,0 days 01:19:14,-62.11906420763889,62.98311479259259,-1355.9958503462612,1480.1354816145777,124.1396312683164
99,2024-11-05 16:11:08+00:00,2024-11-05 17:02:53.600000+00:00,2024-11-05 17:22:53.600000+00:00,2024-11-05 18:42:18.200000+00:00,0 days 00:51:45.600000,0 days 01:19:24.600000,-62.10504576712963,62.9793853462963,-1355.6975514071244,1480.0718341147456,124.3742827076212
100,2024-11-05 18:52:18.200000+00:00,2024-11-05 19:44:03+00:00,2024-11-05 20:04:03+00:00,2024-11-05 21:23:35+00:00,0 days 00:51:44.800000,0 days 01:19:32,-62.09031769004629,62.966021527546296,-1355.2919107226962,1479.820432932997,124.52852221030071
101,2024-11-05 21:33:35+00:00,2024-11-05 22:25:19.200000+00:00,2024-11-05 22:45:19.200000+00:00,2024-11-06 00:04:41.600000+00:00,0 days 00:51:44.200000,0 days 01:19:22.400000,-62.07792101087962,62.949879618518516,-1354.9744271548657,1479.4795337801313,124.50510662526563
102,2024-11-06 00:14:41.600000+00:00,2024-11-06 01:06:25.100000+00:00,2024-11-06 01:26:25.100000+00:00,2024-11-06 02:46:03.400000+00:00,0 days 00:51:43.500000,0 days 01:19:38.300000,-62.063571973611104,62.942429366898146,-1354.6267349433276,1479.3430445757626,124.71630963243501
103,2024-11-06 02:56:03.400000+00:00,2024-11-06 03:47:46.300000+00:00,2024-11-06 04:07:46.300000+00:00,2024-11-06 05:27:23.500000+00:00,0 days 00:51:42.900000,0 days 01:19:37.200000,-62.052727714814814,62.93254265300926,-1354.3298445491375,1479.1387613428055,124.808916793668
104,2024-11-06 05:37:23.500000+00:00,2024-11-06 06:29:05.900000+00:00,2024-11-06 06:49:05.900000+00:00,2024-11-06 08:08:45.900000+00:00,0 days 00:51:42.400000,0 days 01:19:40,-62.04119756805555,62.91992810324074,-1354.0581115860746,1478.868742279962,124.81063069388733
105,2024-11-06 08:18:45.900000+00:00,2024-11-06 09:10:27.800000+00:00,2024-11-06 09:30:27.800000+00:00,2024-11-06 10:50:15.600000+00:00,0 days 00:51:41.900000,0 days 01:19:47.800000,-62.031855425694445,62.9095848888889,-1353.8407149113505,1478.6455013197742,124.80478640842375
